Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
monte_carlo (t=300),100,275.537,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,39.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=400),100,375.382,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,48.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=500),100,467.414,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,42.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=600),100,570.958,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,43.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=700),100,706.702,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,55.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=800),100,858.455,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,61.0,0.0,0.0,0.0,0.0,0.0
monte_carlo (t=900),100,946.294,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,51.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=1),50000,3.144,false,100.0,100.0,100.0,99.3,85.48,33.41,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=2),50000,5.222,false,100.0,100.0,100.0,99.46,86.48,35.49,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=3),50000,7,false,100.0,100.0,100.0,99.4,87.62,37.56,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=4),50000,9.551,false,100.0,100.0,100.0,99.51,88.19,39.11,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=5),50000,11.011,false,100.0,100.0,100.0,99.52,88.73,39.92,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=6),5000,0.483,true,100.0,100.0,100.0,99.66,88.76,40.4,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=1 t=7),5000,0.553,true,100.0,100.0,100.0,99.5,88.44,41.54,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=1),5000,1.111,true,100.0,100.0,100.0,100.0,99.94,98.6,80.12,20.9,0.06,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=2),5000,3.872,true,100.0,100.0,100.0,100.0,99.98,99.14,86.7,29.72,0.24,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=3),5000,8.803,true,100.0,100.0,100.0,100.0,100.0,99.44,87.88,31.84,0.24,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=4),5000,14.464,true,100.0,100.0,100.0,100.0,100.0,99.6,87.76,34.48,0.28,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=5),1000,4.388,true,100.0,100.0,100.0,100.0,100.0,99.8,89.5,34.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0
score(d=2 t=6),1000,6.275,true,100.0,100.0,100.0,100.0,100.0,99.4,88.8,39.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
score(d=3 t=1),5000,5.784,true,100.0,100.0,100.0,100.0,100.0,99.72,94.5,54.16,1.76,0.0,0.0,0.0,0.0,0.0,0.0
score(d=3 t=2),1000,8.567,true,100.0,100.0,100.0,100.0,100.0,100.0,98.4,73.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0
score(d=3 t=3),1000,28.622,true,100.0,100.0,100.0,100.0,100.0,100.0,99.1,79.8,15.9,0.0,0.0,0.0,0.0,0.0,0.0
score(d=3 t=4),100,6.769,true,100.0,100.0,100.0,100.0,100.0,100.0,99.0,84.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=3 t=5),100,12.923,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=4 t=1),5000,30.228,true,100.0,100.0,100.0,100.0,100.0,99.9,97.98,75.8,9.56,0.0,0.0,0.0,0.0,0.0,0.0
score(d=4 t=2),100,8.277,true,100.0,100.0,100.0,100.0,100.0,100.0,99.0,97.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=4 t=3),100,44.23,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
score(d=4 t=4),100,130.032,true,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
