Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Total Score,Median Score,Total Moves,Median Moves
random,100,0,0,100,100,100,91,58,9,0,0,0,0,0,0,0,0,115648,1100,12333,117.5
