Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=2 t=5),1000,4.388,true,1000,1000,1000,1000,1000,998,895,348,5,0,0,0,0,0,0
