Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=1 t=1),50000,4.644,false,50000,50000,49999,49943,47419,29793,6153,43,0,0,0,0,0,0,0
