Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=2 t=1),5000,1.111,true,5000,5000,5000,5000,4997,4930,4006,1045,3,0,0,0,0,0,0
