Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Total Score,Median Score,Total Moves,Median Moves
ordered,500000,1.902,7.604,500000,499998,499541,489989,431030,238304,12736,0,0,0,0,0,0,0,1146463712,2172,103455033,199
