Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=1 t=8),5000,1.08,true,5000,5000,5000,4996,4764,2990,583,0,0,0,0,0,0,0,0
