Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=2 t=2),5000,3.872,true,5000,5000,5000,5000,4999,4957,4335,1486,12,0,0,0,0,0,0
