Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=1 t=3),50000,9.961,false,50000,50000,49998,49940,47449,29854,6124,52,0,0,0,0,0,0,0
