Strategy,Games,Time Taken,Computation Time,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,Total Score,Median Score,Total Moves,Median Moves
spam_corner,500000,2.223,8.892,500000,500000,499856,494104,426172,214021,24021,43,0,0,0,0,0,0,1113261528,1972,99678228,188
