Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=1 t=5),50000,11.011,false,50000,50000,49998,49760,44366,19962,991,0,0,0,0,0,0,0,0
