Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score-mnmx(d=1),10000,2.183,false,10000,10000,10000,9989,9559,6304,1927,11,0,0,0,0,0,0,0
score-mnmx(d=2),2000,34.042,false,2000,2000,2000,2000,1999,1967,1487,282,0,0,0,0,0,0,0
score-mnmx(d=3),500,245.748,true,500,500,500,500,500,500,430,117,0,0,0,0,0,0,0
score-mnmx(d=4),500,12975.1,true,500,500,500,500,500,498,429,127,0,0,0,0,0,0,0
