Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=3 t=5),100,12.923,true,100,100,100,100,100,100,100,88,20,0,0,0,0,0,0
