Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=4 t=2),100,8.277,true,100,100,100,100,100,100,99,97,36,0,0,0,0,0,0
