Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=3 t=5),100,12.559,true,100,100,100,100,100,100,96,69,15,0,0,0,0,0,0
