Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=1 t=3),50000,7,false,50000,50000,49999,49702,43811,18782,793,0,0,0,0,0,0,0,0
