Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=3 t=2),1000,8.645,true,1000,1000,1000,1000,1000,998,959,598,45,0,0,0,0,0,0
