Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
corner-mnmx(d=1),10000,3.292,false,10000,10000,10000,9983,9740,6748,599,0,0,0,0,0,0,0,0
corner-mnmx(d=2),2000,41.487,false,2000,2000,2000,2000,1974,1706,788,125,1,0,0,0,0,0,0
corner-mnmx(d=3),500,264.228,true,500,500,500,499,493,421,206,25,0,0,0,0,0,0,0
corner-mnmx(d=4),500,14369.1,true,500,500,500,500,497,424,152,10,0,0,0,0,0,0,0
