Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=3 t=3),1000,28.289,true,1000,1000,1000,1000,1000,1000,976,694,67,0,0,0,0,0,0
