Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=1 t=9),5000,1.223,true,5000,5000,5000,4994,4739,2993,653,4,0,0,0,0,0,0,0
