Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=3 t=1),5000,5.784,true,5000,5000,5000,5000,5000,4986,4725,2708,88,0,0,0,0,0,0
