Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=4 t=3),100,41.634,true,100,100,100,100,100,100,100,91,39,0,0,0,0,0,0
