Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=2 t=4),5000,16.755,true,5000,5000,5000,5000,5000,4967,4386,1684,24,0,0,0,0,0,0
