Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=4 t=1),5000,21.87,true,5000,5000,5000,5000,5000,4992,4789,2943,173,0,0,0,0,0,0
