Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
merge(d=1 t=7),5000,0.936,true,5000,5000,5000,4993,4746,3029,628,3,0,0,0,0,0,0,0
