Strategy,Games,Time,Parallel,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
score(d=1 t=2),50000,5.222,false,50000,50000,50000,49728,43238,17747,713,0,0,0,0,0,0,0,0
